"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.0766,0,0,0,0,0.2927,0,0,0.6003,0,0
"E_quiet",0,0,-0.2158,0,-0.5766,0,0,0,0,0,0,0,0.0026,0,0,0,0,0,0,0,0,0
"C_lazy",-0.2727,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,0,0,0,0,0.3908,0,0.2549,0,0,0.3282,0,0,0,0
"N_depressed",0,0,0,0,0,-0.7514,0,0,0,0,0.8405,0,0,0,0,0,0,0,-0.333,0.5429,0,0
"E_outgoing",0,0,0,0,0,0.3744,0,0,0,0,-0.2089,0,0,0,0,-0.0845,0,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0,0.454,0,0,0,0,0,0,0,-0.3029,0,0,0,0,0
"C_reliable",0,-0.2952,-0.4114,0,0,0,0,0,0,0,0,0,0.2456,0,0,0,0,-0.2046,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0,0.2113,0,0,0,0,-0.2868,0.5143,0,0.3115,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4381,0,0,0,0,0,-0.0387,0
"negEmo",0,0,0,0,0,0,0,0,0,0,0,0,-0.2903,0,-0.2809,0,0,0,0,0,0,-0.3504
