"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0.2339,0,0,0,0,0,-0.0707,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,-0.2107,0,0,0,0,0,0,0,0.0094,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,-0.2762,0,0.3753,0,0.3205,0,0,0,0,0,0
"N_relaxed",0,0,0.3202,0,0,0,0,-0.2714,0,0,0,0,0,0,0.0211,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915,0,0
"E_outgoing",0,0,0,-0.1965,0,0,0,0,0,0,0,0,0,0,0,-0.0319,0,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0,0,0.2966,0,0,0,0,0,0,-0.221,0,0,0,0.3562,0
"C_reliable",0,0,0,0,0,0,0,0,0,0,-0.4668,0,0,-0.499,0,0,0,0.0405,0,0,0,-0.2863
"N_worried",0,0,-0.345,0,0,0,0,0,0.6631,-1.0761,0.7457,0,0,0,0,0,-0.3714,-0.5303,-0.1689,0,0,0
"self_esteem",0,0,0,0,0,0,0,1.0444,0,0,0,0,0.3409,0,0,0,0,0,0,0,0.0364,0
"negEmo",0,0,0,0,0.2542,0,0.7297,0,0,0,0,0.46,0,0,0,0.4009,0,0,0,0.2147,0,0.0966
