"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0.0459,0,0,0,0.4839,0,0,-0.0423,0,0,0,0,-0.217,0,0,0,0,0
"E_quiet",0,0,0,-0.4468,0,0,0,0,0.2054,0,0,0,0.2273,0,0,0,0,0,0.3617,0,0,-0.3353
"C_lazy",0,0.244,0,0.0609,0,0,-0.3647,-0.1534,0,0,0,0,0,0.0883,0,0,0.2783,0.436,-0.359,0,0,0.4704
"N_relaxed",0,0.185,0,0,0,-0.3431,0,0,0,0.4182,-0.4175,0.4382,0.5893,-0.2154,0.2483,0,0,0,-0.2638,-0.1727,0.1787,0
"N_depressed",0,0,0,0,0,0.5839,0,0,0,0,-0.1553,-0.5325,0,0,0,-0.3226,0,0,0,0.4388,0,0
"E_outgoing",0,-0.2605,0.7703,-0.0397,0,0,-0.2316,-1.0347,-0.8103,0,0,0,-0.6818,0,0,-0.4174,0,-0.5438,0.6289,0.7463,0.748,-0.2414
"A_kind",0,0,0,0,0,0,0,0,0,0,0,0.6913,0,0,0.2883,0,0.4051,0,0.2118,-0.3352,0,0
"C_reliable",-0.1901,0,0,0,0,0,0,0,0,0,0,0,0.1953,0,0,0,0,0.0443,0,0,0.2952,0.1295
"N_worried",-0.1717,0,0.2514,0,0,-0.7644,0,0,0,0.4132,0.1008,0.3201,0,0,0.1636,0,0,0,0.0781,0,0.805,0
"self_esteem",0,0,0,0,0.2589,0,0,0,0,0,0,-0.1155,-0.5281,0,0,0,0,0,0,0,-0.1216,0
"negEmo",-0.3145,0,0,0,0,0,0,0,0,0.3862,0,0,0.4543,0,-0.1637,-0.3123,0,0,0,0,0,0.1023
