"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0.1035,0,0.2646,0,0,0.1256,0,0,0,0,0.1219,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.0911,0.1617,0,0,0,0.1138,0.1239,0,0,0
"C_lazy",0,0,0,0,0,0.1051,0,0,0.0606,0,0,0,0.0643,0.1107,0,0.0796,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,0.0654,0,0,0,0,0,0.1507,0,0.0875,0,0,0,0,0
"N_depressed",0.1246,0,0.2271,0.4179,0,0,0,0,0,0,0,0,0,0.2178,0,0,0,0,0.1648,0.1263,0,0.2505
"E_outgoing",0,0,0.1386,0.2021,0,0,0,0,0,0,0,0,0,0,0,0.1024,0,0.1123,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0.1033,0,0,0,0,0,0,0,0,0.1151,0.0857,0.0942,0.0647,0.0987,0
"C_reliable",0,0,0,0,0,0,0,0.1085,0,0,0,0,0.0883,0,0,0,0,0.1056,0,0.0682,0,0
"N_worried",0,0.0876,0.1396,0,0,0,0,0,0,0,0.1446,0,0,0,0,0,0,0,0.127,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0.5558,0.1539,0,0,0,0,0,0.1658,0,0,0.1893,0
"negEmo",0,0,0,0.1719,0,0,0,0,0.064,0.1426,0,0,0,0.1195,0,0,0,0,0,0,0,0.1477
