"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.0608,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,-0.3816,0,0,0,0,0,-0.2331,0,0.2503,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2497,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0.2987,0,0,0,0,0,0,0,0,0.4378,0,0,0.053,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486,0,0
"E_outgoing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703,0,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3616,0.0533,0,0,0,0,0
"C_reliable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1029,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0.327,0,0,0,0,0,0,0,0,-0.0682,0,0,0
"self_esteem",0,0,0,-0.2996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2394,-0.0388,0
"negEmo",0,0,0,0,0,0.2648,0,0.3391,0,0,0,0,0,0,0,0,0,0,0,0,0.3765,-0.168
