"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0.0831,0.0568,0,0.0722,0.0631,0.1637,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0.1127,0,0,0.1449,0,0,0,0,0,0.1123,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0.0816,0,0,0,0,0,0,0,0.089,0.1224,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,0.1627,0.0982,0,0,0,0,0.127,0,0,0,0,0,0,0
"N_depressed",0,0,0.0619,0,0,0,0.0783,0,0,0,0,0,0.0525,0,0,0,0.0498,0,0,0.2439,0,0.0764
"E_outgoing",0,0.1028,0,0,0,0.0951,0,0,0,0,0,0,0,0.1422,0,0.1168,0,0,0,0,0,0
"A_kind",0.2691,0,0,0,0,0,0.1466,0,0,0,0,0,0,0,0,0,0.1161,0,0,0,0,0.1728
"C_reliable",0.2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1295,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0,0.1192,0,0,0.1178,0,0,0,0,0.1099,0,0,0
"self_esteem",0.7239,0,0.176,0,0,0,0,0.1941,0,0,0,0,0.1419,0,0,0,0,0,0,0,0.1551,0
"negEmo",0,0,0,0.0833,0,0,0,0,0,0,0,0,0,0,0.1026,0,0,0,0,0,0,0.1346
