"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0.0385,0,0,0,0,0,0,0.0613,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0.0698,0,0,0,0,0,0,0.1112,0.0611,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583,0,0
"E_outgoing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638,0,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646,0,0,0,0,0
"C_reliable",0,0,0,0.0386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0.0592,0,0,0,0,0,0,0,0,0,0.0584,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0,0,0.0247,0,0,0,0,0,0,0,0.0601,0
"negEmo",0,0,0,0,0,0,0,0.0501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593
