"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0.4301,0,0.2191,0.1881,0.2131,0,0,0,0.444,0.2126,0.1168,0,0.1588,0.1171,0,0.1322,0,0,0,0.121
"E_quiet",0.2229,0,0.1482,0.0976,0.0863,0.1358,0,0.2456,0.1217,0.1436,0.1344,0.2308,0.0542,0.0769,0.1073,0.1074,0.1272,0.0868,0.0658,0.1876,0.1187,0.1853
"C_lazy",1.0771,0,0,0,0.3753,0.8258,0,0.7952,0,0,1.0313,0.621,0,0.4833,0.2393,0,0,0,0.4028,0.647,0.3144,0.408
"N_relaxed",0.2365,0,0,0,0.1262,0.1579,0.2185,0,0,0,0,0,0.1307,0,0.1149,0.0983,0.1249,0.1263,0.1218,0,0.1047,0
"N_depressed",0.7102,0.412,0,0.208,0,0,0,0.4468,0,0.2879,0.3721,0.4212,0.1663,0.2391,0.2189,0.2839,0.2948,0.1791,0.215,0.32,0.2703,0.239
"E_outgoing",0,0.244,0.4732,0,0,0,0,0,0.2781,0.2323,0.3933,0,0.1421,0,0,0.1513,0.1682,0.2031,0.217,0,0.2011,0
"A_kind",0,0.2193,0.3144,0.3767,0,0,0.4144,0,0.2349,0.3008,0,0.4077,0.2222,0.2904,0.2781,0,0.2451,0,0.1884,0,0,0
"C_reliable",0,0,0,0.2473,0.1696,0.2672,0,0,0.1678,0.2086,0.172,0,0.1698,0.161,0,0,0,0.1708,0.198,0,0,0.1896
"N_worried",0,0.1562,0,0,0,0,0.1298,0,0.1816,0,0.3952,0.268,0,0.1697,0,0,0.118,0.1173,0.1098,0.1596,0,0
"self_esteem",0,0,0,0,0,0,0,0.2403,0.3607,0,0,0,0,0.2044,0.2211,0.2025,0.2143,0,0,0,0.219,0.2487
"negEmo",0.4234,0.1741,0.2162,0.1576,0,0.1902,0,0.181,0,0,0,0,0.1266,0.1428,0,0,0,0.1064,0,0,0.1184,0.129
