"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0.2822,-0.2932,0,0,0,-0.2229,0.0156,0,0,0,0,0,0,0,0.1619,0,0
"E_quiet",0,0,0,0.1841,0,-0.0555,0,0,-0.4711,0,0,0,0.2793,0,0,0,0,0,0,0.1705,0,0
"C_lazy",0,0.1859,0,0.0949,0,0,0,0,0,0.2286,0,0.3684,0,-0.6841,0.1347,0,0,0,0,0.2923,0.178,0
"N_relaxed",0,0,0,0,0,0,0.2262,0,0,0,0.2375,0,0,-0.2857,0.1815,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0.1841,0,0,0,0,0,0,0,0.4527,0,-0.2322,0,0,0,0,0.6487,0,0
"E_outgoing",0,0,0,0,0,0.1393,0,0,0,0,0,0,0,0,0,0.0191,0,0,0,0,0,0
"A_kind",0,-0.3477,0,-0.0932,0,0,0,0,0,0.2235,1.3861,0,0.2613,0,0.8635,0,0.6861,0,0,-0.7196,0,0.306
"C_reliable",0,0,0,0,0,0,0,0,0,0,0,0,0.2976,0,0,0,0.3023,-0.2398,0,0,0,0
"N_worried",0,0,0.3572,0,0.1121,0,0,0,0.6917,0,-0.8016,0,-0.3166,0,0,-0.3891,0,-0.4852,-0.1274,0,0,0
"self_esteem",0,0,0,0.3405,0,0,-0.5143,-0.1682,0,0,0,0,0,0.0561,-0.2633,0,0,0.3224,0,0,0.2123,0
"negEmo",0,0,0,0,0,0,0,0.3633,-0.0811,-0.2642,0,0,0,0,-0.7163,0,-0.3753,0,0,0.4384,0,-0.1122
