"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0.1875,0,0.1296,0,0,0,0,0.1267,0,0,0,0,0
"E_quiet",0,0,0,0.1262,0.1197,0.2101,0,0.1301,0,0.3088,0.2401,0,0.1052,0,0,0,0,0,0,0,0.2087,0.2636
"C_lazy",0.045,0,0,0.0267,0.0284,0.0685,0,0.0525,0.1513,0,0,0,0.0238,0.0433,0,0.0266,0,0.0326,0,0,0.1038,0
"N_relaxed",0,0,0.243,0,0,0,0.4736,0,0,0,0.3826,0,0.2071,0.2388,0.2251,0.2631,0,0.2417,0,0,0,0.2812
"N_depressed",0,0.0333,0,0,0,0,0,0,0,0.0821,0,0,0,0,0,0,0,0.0389,0.0389,0.1026,0.0575,0.0656
"E_outgoing",0.1315,0,0.2899,0,0,0,0,0,0,0,0,0.1696,0,0.1561,0.1101,0.1524,0,0,0,0.3826,0.3189,0
"A_kind",0,0.1388,0,0,0.1165,0,0,0,0.2898,0.1745,0,0.1263,0.099,0.1206,0,0,0.1302,0,0,0.3213,0,0
"C_reliable",0,0.1165,0,0.1084,0,0,0,0.1145,0.3017,0,0,0,0,0,0,0,0,0.1513,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0,0.1511,0.0921,0,0,0.0843,0,0.1,0,0.1091,0.3282,0,0
"self_esteem",0,0,0,0,0,0,0.0822,0.0556,0,0,0,0,0.0557,0,0,0,0,0,0,0,0.106,0.0969
"negEmo",0,0,0,0.0767,0,0,0,0,0,0,0,0,0,0,0,0,0.0731,0,0,0,0,0.1158
