"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0.1675,0,0,0,0.3582,0,0,0,0,0.5645,-0.137,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,-0.2987,-0.3936,-0.3235,0,0,0,0.2172,-0.5893,0,0,-0.0709,0.2956,0,0,0,0,0,-0.3417,0.3227,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0795,0.1636,0,0,0,0,0,0,0
"N_relaxed",0,0.4135,0,0,-0.1493,0,0,0,0,0,0,0,0,0,-0.2193,0,0,0,-0.4329,0,0.195,0
"N_depressed",0,0,0.2493,0,0.0137,0.4807,0,0,0,0.1303,0,0,0,0,0,0,-0.1735,-0.2129,0.3865,-0.085,0,0
"E_outgoing",0,0,0,0,0,-0.3423,-0.3998,0,0,0,0,0,0,0,0,0.3736,0,0,-0.1697,0,0,0
"A_kind",0,0,0,0,0.6513,0,0,0.3581,-0.3412,0,-0.8671,-0.2042,-0.4693,0,0,0,0.0991,0,0,0,0,0
"C_reliable",0,-0.1654,0,0.2696,0.4211,0,0,0.182,0.239,0,0,-0.4025,0,0,0,0.069,0.3087,0.01,0.5245,0,0,-0.4892
"N_worried",0,0,0.2808,0,0,0,0,0,0,0,0.4817,0.1913,0,0,0,0,0,0,-0.0457,0,0,0
"self_esteem",0.3826,0.5555,0,0,0,0,0.3118,0,0,0,0.292,0.737,0,0,-0.1763,0,0,0,-0.3007,0,-0.4949,-0.1401
"negEmo",0,0,0,0,0,0.1573,-0.2089,0,0,0,0,0,-0.2831,0.2822,-0.2237,-0.0102,-0.2924,0,0,0,0.2753,-0.2634
