"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0.1075,0.0848,0.0836,0.0967,0,0.0663,0,0.0982,0.1445,0,0.1121,0,0.0884,0,0.1387,0,0,0
"E_quiet",0,0,0.3229,0.4713,0.5974,0.207,0.2548,0,0,0,0.2272,0.275,0.2783,0,0.5079,0.3991,0.2806,0,0.4572,0,0.1915,0
"C_lazy",0,0,0,0,0,0.0731,0.0864,0.156,0,0,0.1188,0.1332,0,0.1248,0.1182,0,0.0824,0,0,0,0.087,0
"N_relaxed",0,0,0,0,0,0.0571,0,0.0729,0,0,0,0,0.0759,0.0977,0.1036,0,0.0716,0.0788,0,0.0609,0,0
"N_depressed",0.257,0.2697,0,0,0,0,0.1808,0,0,0,0.2462,0,0,0,0,0,0,0.2228,0,0.1874,0,0
"E_outgoing",0,2.6059,0,0,0,0,0.725,0,1.2301,0,0,0,0,1.1288,0,0.9752,0,0,1.0624,0,0.5774,0
"A_kind",0.239,0.0932,0,0,0,0,0,0,0.0777,0.0963,0,0,0,0,0,0,0.1454,0,0.1793,0,0,0
"C_reliable",0,0,0,0,0,0,0,0,0,0,0,0.1483,0,0,0,0,0,0.1256,0,0,0,0
"N_worried",0,0.1021,0.1859,0,0,0.1298,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0,0
"self_esteem",0,0,0.1882,0,0,0,0,0,0,0,0,0,0,0.1791,0.1873,0.1766,0,0,0,0,0.1125,0
"negEmo",0,0,0,0,0.0993,0,0,0,0,0.0783,0,0.0965,0,0,0.1188,0,0,0,0,0,0,0.097
