"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0.1584,0,0.1223,0,0,0.3276,0,0,0.1942,0.1199,0,0,0,0,0.173,0,0,0,0.1528,0
"E_quiet",0,0,0,0.4256,0,0,0.1711,0,0,0,0,0,0.1338,0,0.2596,0,0,0.2028,0,0.1843,0.133,0.2938
"C_lazy",0,0,0,0.16,0.0675,0,0,0,0.1183,0.0832,0.125,0,0,0.1209,0.1632,0.0705,0.0753,0,0,0,0,0
"N_relaxed",0.0565,0.093,0,0,0.0784,0.0784,0,0,0.1047,0.085,0.1679,0.0635,0.092,0.0935,0.1413,0,0,0,0,0.1119,0.0606,0.0991
"N_depressed",0.1341,0,0,0,0,0.2475,0,0.4814,0,0.22,0.262,0,0,0,0.2869,0.1448,0,0,0,0.2913,0.1429,0
"E_outgoing",0,0.1231,0,0.387,0,0,0,0.4136,0,0,0.5017,0.1518,0,0,0,0.1307,0,0,0.3756,0.1779,0,0
"A_kind",0,0,0,0,0,0,0,0,0.232,0.4994,0,0,0,0,0,0.1726,0.1838,0,0,0,0,0
"C_reliable",0,0,0,0.3021,0,0.1123,0,0.2441,0,0,0,0.0877,0.118,0.1393,0.1956,0,0.1181,0.1287,0,0.1746,0.1145,0.2138
"N_worried",0,0,0,0,0.195,0,0,0,0.5274,0,0,0,0,0,0.2747,0,0,0,0.3159,0,0,0
"self_esteem",0.1031,0.1268,0.119,0.2734,0,0.0741,0.1343,0.3349,0.1607,0,0.1549,0.0682,0.1667,0.1695,0,0.0701,0.1236,0.1077,0.1875,0.1287,0.1205,0.2218
"negEmo",0,0,0,0.7871,0.2208,0,0,0,0.242,0,0,0,0,0.1893,0,0,0,0,0,0,0,0.4183
