"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.1134,0,0,0,0,0,0,0,0,0.0558,0
"E_quiet",0,0,0,0,0.1062,0,0,0,0,0,0,0,0.1197,0,0,0,0,0,0,0,0,0.3123
"C_lazy",0,0,0,0,0.0618,0,0,0,0,0,0,0,0,0.1165,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0.0396,0,0,0,0,0,0,0.078,0,0,0.0988,0,0,0.0762,0.0742,0,0.0442,0
"N_depressed",0,0,0,0,0,0,0,0.0657,0,0,0,0,0,0,0,0,0,0,0,0.1042,0,0
"E_outgoing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2914,0.1174,0,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1139,0,0,0,0,0
"C_reliable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1174,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1168,0,0,0
"self_esteem",0,0,0.1549,0.2115,0,0,0.1573,0.1682,0,0,0,0,0,0,0.2375,0.0927,0,0,0,0,0.094,0
"negEmo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1187
