"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,-0.2712,0,0,0,0,0,0.2639,0,-0.0638,0,0,0,0.3588,0,0,0,0,0,0
"E_quiet",0,0,0,0,-0.3022,0,0,0,0,0,0,0,0.1811,0,0,0,0,0,0,0,0,0
"C_lazy",0,0.3133,0,0,0,0,-0.2721,0,0,0,0,0,0,0.2122,0,0,0,-0.2701,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,-0.5223,0,0,0,0,0,-0.0653,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,-0.4438,0,0,0,0,0,0,0,0,0.3175,0,0,0,0,-0.2965,-0.0633,0,0
"E_outgoing",0,0,0,-0.3395,0,0,0,0,0,0,-0.3367,0,0,0,0,0.1797,0,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0.3598,0,0,0,0,0,0,0,0,0,0.1918,0,0,0,0,0
"C_reliable",0,0,0,0,0,0,0,-0.4701,-0.2742,0,0,0,0,0.2502,0,0,0,-0.1936,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3171,0,0,0,0,0.1314,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3127,0,0,0,0,0.2246,0,-0.3584,0
"negEmo",0,0,0,0,0,0,0,0,0,0.319,0,0.2209,0,0,0,0,0,0,0,0,0,-0.0836
