"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0.2353,0,0,0,0,0,0.1774,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,-0.0084,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,-0.3473,0,0,-0.9474,0,-0.6801,0,1.2775,0,0,-0.46,0.9634,0.2491,0,-0.6297,0.5006,-1.3525,0,0
"N_relaxed",0,0,0,0,0,0,0,-0.5209,0,0,0,0,0,0,0.0226,0,0,0,0,0,0,0
"N_depressed",0.2374,0,0.9582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2754,0,0
"E_outgoing",-0.3336,0,0,0,0,0,-0.8405,0,0.6881,0,0,0,0,0,0,-0.2265,0,0.6713,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0.2292,0.3713,0,0.4716,0,0,0,0,0,-0.2847,0,0,0,0,0
"C_reliable",0,0,0,-0.476,0.9938,0,0,0,0,0,0,0,0,0,0,0,0,-0.2368,0,0,0,0
"N_worried",0,-0.5272,0,0,0,0.2711,0,0,-0.5811,0,0,0,0,0,0.5083,0,0,0,0.2412,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4006,0,-0.3206,0,0,-0.097,0
"negEmo",0,0,-0.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6589,0,-0.1549
