"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.122,0.1153,0,0,0,0.1055,0.1629,0,0.2189,0,0
"E_quiet",0,0,0,0,0,0,0,0.1314,0,0,0,0,0.128,0,0,0,0.123,0,0,0,0,0.206
"C_lazy",0,0.1187,0,0,0,0,0.1822,0,0,0.2991,0,0,0,0.1031,0,0,0,0,0.1465,0,0.3342,0.2378
"N_relaxed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1104,0,0,0,0,0,0.2558,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,0.0728,0,0,0,0,0,0,0,0,0.105,0,0
"E_outgoing",0,0,0,0,0,0,0.0979,0,0,0.1553,0,0,0,0,0,0.1043,0,0,0.0825,0,0,0.1274
"A_kind",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1655,0.1248,0,0,0,0,0
"C_reliable",0.0688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1088,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1046,0.1903,0.2126,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.0942,0
"negEmo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1476,0,0.1099
