"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0.1554,0,0.2601,0,0,0,0,0,0.1644,0,0,0,0,0.0981,0,0,0,0,0
"E_quiet",0,0,0,0,0.1298,0.0817,0,0.0784,0,0,0,0,0.156,0.1364,0,0.1141,0,0,0,0,0,0
"C_lazy",0,0,0,0,0.1595,0,0,0,0,0,0,0.1792,0,0.1513,0,0,0,0,0,0.1443,0.229,0
"N_relaxed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1232,0,0,0,0,0,0,0
"N_depressed",0,0,0,0.1291,0,0.0704,0.1297,0,0,0,0.1481,0.1252,0,0,0,0,0,0.1272,0,0.1034,0,0
"E_outgoing",0,0,0.19,0,0,0.1248,0.3298,0,0,0,0,0,0,0,0,0.1434,0.1478,0.1975,0.1628,0,0.3489,0
"A_kind",3.4095,0,1.0226,0,0.5721,0,0.7776,0,0,0,0,0,0,0,0,0,0.4432,0,0,0,0,1.2536
"C_reliable",0,0,0,0,0.2452,0,0,0.767,0.399,0,0,0,0,0,0.3179,0,0.2097,0.2843,0.8095,0,0,0
"N_worried",0,0.0037,0.0052,0.0126,0.0055,0.006,0.0061,0,0.0075,0,0,0.0054,0.0058,0,0,0.0046,0.004,0.0075,0.0103,0,0,0
"self_esteem",0,0,0,0.0888,0.0727,0,0.1126,0.0908,0,0,0,0,0,0,0,0.0699,0.0762,0,0.128,0,0.1526,0.1407
"negEmo",0,0,0,0,0,0,0,0,0,0.0878,0,0,0,0,0,0,0,0,0,0,0,0.1037
