"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,-0.0209,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,-0.4269,0,0,-0.2593,-0.2708,0,0,0,0,-0.6851,-0.0691,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0.5904,0,0,0,-0.0032,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,0,0,0,0,-0.2496,0.2282,-0.0988,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2187,-0.2693,0,0,0,0.0756,0,0
"E_outgoing",0.3459,0,0,0,0,0,0,0,0.2767,0,0,0,0,0.284,0.2084,-0.0413,0,0,0,0,-0.3503,0
"A_kind",0,0,0,0,0,0,0,-0.5008,0,0.7702,0,0,0,0,0,0,0.0216,0,0,0,-0.3665,0
"C_reliable",0,0,0,0,0.2135,0,0,0,0,0,0,0,0,0,0,0,0,0.0637,0,0,0,0.3601
"N_worried",0,0,0,-0.1991,0,0,-0.3425,0,0,0,0,-0.2087,0,0,0,0,-0.2314,0,0.0138,0,0,0
"self_esteem",0,0,-0.8023,0,0,-1.3206,0,0,0,0,0,-0.4437,0,0,0,0,0,0,0,0,-0.3672,0
"negEmo",-0.2559,0,0,0,0,0,0,0.4354,0,0,0,0,0.2385,0,0,0,0,0,0,0,0,0.0452
