"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.0501,0,0,0,0,0,0,0.221,0,0,0
"E_quiet",-0.5309,0,-0.7291,0,0,0.6104,0.7736,0,-0.7839,0,0,0,-0.6676,0.5547,0,0,-0.7325,0,0,-0.6048,0,0
"C_lazy",0,0,0,0.9451,0,0,0,0,0,0,0,0,0,-0.3159,0,0,0,0,0,0,0,0
"N_relaxed",0.6361,1.9552,0,0,0,0,-0.4844,0,0,0,0,0,0,0,0.1999,0,0,0,0,0,0,0
"N_depressed",0,0,0,0.2158,0,0,0,0,0,0,0.3938,0,0,0,0,0,0,0,0,-0.0831,0,0
"E_outgoing",0,-0.2054,0,0,0,0.2739,0,-0.1996,0,-0.1638,0,0.4408,0,0,0,0.0413,0,0,0,0,-0.4908,0
"A_kind",0,0,0,0,0,0,0,0,0,0,0.2403,0,0,0,0,0,-0.1914,0,0,0.3076,0,0
"C_reliable",0,0,0,-0.4369,0,0,0,0,0,0.2365,-0.3164,0,0.3062,0,0,0,0,0.1811,0,0,0,0
"N_worried",0,0,0,-0.3253,0,0,0,0,0,0,0,0,0,0,0,0.2462,-0.2712,0,0.5311,0,0,0
"self_esteem",0,0,0,0,0,-0.305,0,0,0,0,0,0,0,0,0,0,0,0,0.5836,0,0.0385,0
"negEmo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3488,0,0.5779,0,0,-0.1149
