"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.1492,0,0,0,0.1071,0,0,0,0,0,0
"E_quiet",0,0,0,0,0.6435,0,0.6995,0,0,0,0,0,0.3178,0,0,0,0,0,0,0,0,0
"C_lazy",0,0.1216,0,0,0,0,0,0,0,0,0,0,0,0.1252,0.2126,0,0,0,0,0,0,0
"N_relaxed",0,0,0.0669,0,0,0,0,0,0.0541,0,0,0,0.0759,0,0.1121,0,0.0554,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1348,0,0
"E_outgoing",0,0.182,0,0,0,0.0797,0,0,0,0,0,0,0,0,0,0.1397,0,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0.2849,0.2272,0.1069,0,0.129,0,0,0,0.2261,0,0.1089,0,0,0,0,0.1524
"C_reliable",0,0.0729,0,0,0,0,0,0,0,0.039,0,0.0775,0,0,0,0,0,0.1144,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1185,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0
"negEmo",0,0,0,0,0,0,0.2107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836,0.1057
