"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.0239,0,0,0,-0.3949,0,0.2032,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.1228,0,0,0,0.2105,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257,0,0,0.2371,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,-0.2234,0,0,0,0,0,-0.1558,0,0.3438,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0.4742,0,0,0,0,0,0.2056,0,0,0,0,0,0.1405,0,0
"E_outgoing",0,0,0,0,0,0,0,0,-0.3361,0,0,0,-0.1847,0,-0.1645,0.2213,0,-0.4544,0,0,0,0
"A_kind",0,0,0.453,0.5642,0,0,0,0.4261,0,0,0,0,0,0.5416,0.435,0,-0.716,0,0,0,0,0
"C_reliable",0,0,0,0,0,0,0,0,0,-0.3842,0,0,0,-0.3067,-0.2651,0,-0.3468,-0.1897,0,0,0,0
"N_worried",0.1898,0,0,-0.243,0,0,0,0,0,0,0,0,-0.294,-0.1756,0,0,0,0,0.009,0,0,0
"self_esteem",0,0.4928,0,0,0,0.3293,0,0.3805,0.4372,0,-0.2254,0,0,0,0,0,-0.4898,0,0,0,0.1677,0
"negEmo",0,0,0,0,0,0,0,0,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0.122
