"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.1265,0.1801,0,0,0,0,0,0.1822,0,0,0.2339
"E_quiet",0,0,0,0.1443,0.1428,0,0,0,0,0,0,0,0.181,0,0.1406,0.1485,0,0.156,0.1961,0,0,0.2244
"C_lazy",0,0,0,0.2782,0,0,0,0,0,0,0.2853,0,0,0.1569,0,0,0,0,0,0,0,0.2242
"N_relaxed",0.0583,0.0618,0.0549,0,0,0.0488,0,0.132,0,0.1017,0.1126,0.0518,0,0.0421,0.0454,0,0.0308,0.1036,0.0635,0.0567,0,0.0901
"N_depressed",0,0,0,0,0,0,0,0,0,0,1.5815,0,0,0,0,0,0,0,0,0.2927,0,0
"E_outgoing",0,0,0.1081,0,0,0.0962,0.1287,0,0.2295,0,0.291,0,0,0,0,0.1336,0,0,0,0,0,0
"A_kind",0,0,0,0.1602,0,0,0,0,0,0,0,0,0,0,0,0,0.1167,0,0.2279,0,0,0
"C_reliable",0.0867,0,0.0692,0,0,0.0706,0,0,0.0903,0,0,0,0,0,0.0773,0,0,0.0973,0.1461,0.0841,0,0
"N_worried",0,0,0.0653,0.0771,0,0,0,0,0,0.0797,0,0.0716,0,0,0,0,0.053,0,0.1067,0,0,0
"self_esteem",0,0.1129,0,0,0,0.0702,0.0943,0,0,0,0.1303,0,0,0.0853,0,0,0,0.099,0.1751,0,0.1045,0.1453
"negEmo",0.1602,0.1536,0.1328,0,0.3371,0,0,0,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0.2883
