"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0.6204,-0.1526,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,-0.8843,0,0,0,0,0,0,0,-0.0319,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0709,0,0,0,0,0,0,0,0
"N_relaxed",-0.2476,-0.3047,0,0,0,0,0,0,0,0,0,0,0,0,0.0336,0,0,0,0,0,0,0
"N_depressed",0.3941,0,0,0,0,0,0,0.6215,0,0,0,0,0,0,0,0,0,0,0,0.0333,0,0
"E_outgoing",0.3917,0.7616,-0.4621,0,0,0,0,-0.4131,0,0,0,0,0,0,0,0.3908,0,0,0,0,0,0
"A_kind",0,0,0,0,0.1797,0,0,0,0,0,0,0.3912,0,0.2659,0.4933,0,-0.1827,0,0,0,0,0
"C_reliable",0,0,0,0,0,0,0,0,0,0,0,-0.267,0,0.1976,0,0.3991,0.2542,0.0376,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0,0.579,0,0,0,0,0,0,0,0.1136,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0.3431,0,0,0,0,0,0,0,0,0,0.3523,0
"negEmo",0,0,0,0,0,0,0,0,-0.587,0,0,-0.3668,-0.2816,0,0,0,0,0,0,0,0,0.4047
